idx,className,methodName,time0,time1,childRefs
237,com.mojang.serialization.DataResult$$Lambda$2004/0x0000015e4c763920,apply,12.0,0.0,[236]
238,com.mojang.datafixers.util.Either$Left,map,12.0,0.0,[237]
239,com.mojang.serialization.DataResult,flatMap,12.0,0.0,[238]
240,com.mojang.serialization.MapDecoder,compressedDecode,12.0,0.0,[239]
241,com.mojang.serialization.MapCodec$MapCodecCodec,decode,12.0,0.0,[240]
242,com.mojang.serialization.codecs.EitherCodec,decode,12.0,4.0,[241]
243,com.mojang.serialization.Decoder,parse,12.0,4.0,[242]
244,com.google.gson.internal.LinkedTreeMap,findByObject,4.0,0.0,[]
245,com.google.gson.internal.LinkedTreeMap,get,4.0,0.0,[244]
246,com.google.gson.JsonObject,get,4.0,0.0,[245]
247,com.mojang.serialization.JsonOps$1,get,4.0,0.0,[246]
248,com.mojang.serialization.JsonOps$1,get,4.0,0.0,[247]
249,com.mojang.serialization.codecs.FieldDecoder,decode,16.0,4.0,[243;248]
250,com.mojang.serialization.MapCodec$1,decode,16.0,4.0,[249]
251,com.mojang.serialization.codecs.RecordCodecBuilder$Instance$1,lambda$decode$0,4.0,0.0,[]
252,com.mojang.serialization.codecs.RecordCodecBuilder$Instance$1$$Lambda$6157/0x0000015e4ce0b6d0,apply,4.0,0.0,[251]
253,com.mojang.datafixers.util.Either$Left,mapBoth,4.0,0.0,[252]
254,com.mojang.serialization.DataResult,map,4.0,0.0,[253]
255,com.mojang.serialization.codecs.RecordCodecBuilder$Instance$1,lambda$decode$1,4.0,0.0,[254]
256,com.mojang.serialization.codecs.RecordCodecBuilder$Instance$1$$Lambda$6150/0x0000015e4ce0adb0,apply,4.0,0.0,[255]
257,com.mojang.serialization.DataResult,lambda$flatMap$11,4.0,0.0,[256]
258,com.mojang.serialization.DataResult$$Lambda$2004/0x0000015e4c763920,apply,4.0,0.0,[257]
259,com.mojang.datafixers.util.Either$Left,map,4.0,0.0,[258]
260,com.mojang.serialization.DataResult,flatMap,4.0,0.0,[259]
261,com.mojang.serialization.codecs.RecordCodecBuilder$Instance$1,decode,20.0,4.0,[250;260]
262,com.mojang.datafixers.util.Pair,mapFirst,4.0,0.0,[]
263,com.mojang.serialization.Decoder$2,lambda$decode$0,4.0,0.0,[262]
264,com.mojang.serialization.Decoder$2$$Lambda$4503/0x0000015e4cb5e000,apply,4.0,0.0,[263]
265,com.mojang.datafixers.util.Either$Left,mapBoth,4.0,0.0,[264]
266,com.mojang.serialization.DataResult,map,4.0,0.0,[265]
267,com.mojang.serialization.Codec$14,read,4.0,0.0,[]
268,com.mojang.serialization.codecs.PrimitiveCodec,decode,4.0,0.0,[267]
269,com.mojang.serialization.codecs.EitherCodec,decode,4.0,0.0,[268]
270,com.mojang.serialization.Codec$16,read,8.0,4.0,[]
271,com.mojang.serialization.codecs.PrimitiveCodec,decode,8.0,4.0,[270]
272,com.mojang.serialization.codecs.EitherCodec,decode,12.0,4.0,[269;271]
273,com.mojang.serialization.Decoder$2,decode,12.0,4.0,[272]
274,com.mojang.serialization.Codec$2,decode,12.0,4.0,[273]
275,com.mojang.serialization.Decoder$2,decode,12.0,4.0,[274]
276,com.mojang.serialization.Codec$2,decode,12.0,4.0,[275]
277,com.mojang.serialization.codecs.EitherCodec,decode,12.0,4.0,[276]
278,com.mojang.serialization.Decoder$2,decode,16.0,4.0,[266;277]
279,com.mojang.serialization.Codec$2,decode,16.0,4.0,[278]
280,jdk.internal.math.FloatingDecimal,readJavaFormatString,4.0,0.0,[]
281,jdk.internal.math.FloatingDecimal,parseDouble,4.0,0.0,[280]
282,java.lang.Double,parseDouble,4.0,0.0,[281]
283,io.github.tt432.eyelib.molang.compiler.frontend.HandwrittenMolangAstParserFrontend$Parser,parsePrimary,4.0,0.0,[282]
284,io.github.tt432.eyelib.molang.compiler.frontend.HandwrittenMolangAstParserFrontend$Parser,parsePostfix,4.0,0.0,[283]
285,io.github.tt432.eyelib.molang.compiler.frontend.HandwrittenMolangAstParserFrontend$Parser,parseUnary,4.0,0.0,[284]
286,io.github.tt432.eyelib.molang.compiler.frontend.HandwrittenMolangAstParserFrontend$Parser,parseMultiply,4.0,0.0,[285]
287,io.github.tt432.eyelib.molang.compiler.frontend.HandwrittenMolangAstParserFrontend$Parser,parseAdd,4.0,0.0,[286]
288,io.github.tt432.eyelib.molang.compiler.frontend.HandwrittenMolangAstParserFrontend$Parser,parseComparison,4.0,0.0,[287]
289,io.github.tt432.eyelib.molang.compiler.frontend.HandwrittenMolangAstParserFrontend$Parser,parseEquality,4.0,0.0,[288]
290,io.github.tt432.eyelib.molang.compiler.frontend.HandwrittenMolangAstParserFrontend$Parser,parseAnd,4.0,0.0,[289]
291,io.github.tt432.eyelib.molang.compiler.frontend.HandwrittenMolangAstParserFrontend$Parser,parseOr,4.0,0.0,[290]
292,io.github.tt432.eyelib.molang.compiler.frontend.HandwrittenMolangAstParserFrontend$Parser,parseNullCoalesce,4.0,0.0,[291]
293,io.github.tt432.eyelib.molang.compiler.frontend.HandwrittenMolangAstParserFrontend$Parser,parseTernary,4.0,0.0,[292]
294,io.github.tt432.eyelib.molang.compiler.frontend.HandwrittenMolangAstParserFrontend$Parser,parseAssignment,4.0,0.0,[293]
295,io.github.tt432.eyelib.molang.compiler.frontend.HandwrittenMolangAstParserFrontend$Parser,parseExpression,4.0,0.0,[294]
